1st NAME	px   py   pz   pt1   E			2nd NAME	px   py   pz   pt2   E
b   17.8271   -7.06125   -62.5817   19.1747   65.5873      b   8.67724   -11.229   -29.6495   14.191   33.1366
b   -24.7636   13.5732   -38.5086   28.2395   47.9368      b   -12.7271   13.9543   -17.0161   18.8865   25.7644
b   8.67237   19.8084   -58.5474   21.6236   62.5534      b   1.9194   17.6455   -20.8441   17.7495   27.6962
b   6.14488   -32.8384   5.60599   33.4084   34.1336      b   37.9832   -7.57841   0.415745   38.7318   38.96
Z   -8.63053   16.9253   51.862   18.9987   106.613      Z   -51.8016   15.56   26.3548   54.088   109.251
b   -9.57484   14.1486   -3.26935   17.0839   17.8915      b   -49.1724   79.6335   -36.6867   93.5917   100.613
b   -47.9312   -10.5351   -51.4949   49.0754   71.2578      b   -12.0611   -10.0464   -12.8996   15.6972   20.7451
b   28.6693   -1.17109   38.9799   28.6932   48.5828      b   19.0508   -0.116736   49.9425   19.0512   53.6167
W   -10.9199   -10.6561   12.2082   15.2577   82.7308      W   -82.7751   -13.8767   7.58942   83.9302   116.466
b   56.5623   7.25089   -11.9904   57.0251   58.4225      b   40.9699   3.30145   -5.55067   41.1027   41.6869
b   -4.30354   26.19   77.1518   26.5413   81.697      b   -2.42449   17.5756   22.3584   17.742   28.8484
b   -22.3942   2.04225   -42.4789   22.4871   48.2461      b   -0.119843   41.8586   -11.9987   41.8587   43.7456
b   -2.7186   -13.4888   -51.0035   13.76   52.993      b   -5.29491   -41.0952   -16.4473   41.4349   44.7763
W   24.2423   42.111   17.7619   48.5904   95.5984      W   5.6637   36.6111   79.8209   37.0466   119.191
b   -28.8262   37.3251   -2.10395   47.1605   47.393      b   -16.868   13.7666   -39.1563   21.7727   44.998
b   30.0265   -3.61973   9.45618   30.2439   31.9636      b   30.1675   -86.3847   61.6942   91.5008   110.436
b   -30.5398   -0.555577   2.30835   30.5448   30.9172      b   -9.68215   -74.7027   36.1731   75.3275   83.6677
W   21.2355   -14.8376   -20.864   25.9056   86.9998      W   66.284   -28.2793   -11.3264   72.0645   108.555
b   -11.8387   -4.24903   42.3565   12.5781   44.3828      b   -25.9554   -86.3111   42.3164   90.1293   99.657
b   -1.0013   -2.90803   30.079   3.07559   30.5248      b   -43.6528   -30.6566   35.5279   53.3423   64.2276
b   59.5097   56.6164   7.87104   82.1391   82.6216      b   21.5431   32.4628   39.1732   38.9607   55.4079
b   55.189   -29.2553   51.9688   62.4636   81.3635      b   19.9265   -2.10485   23.2339   20.0374   30.9656
b   4.97078   45.6382   -18.8421   45.9081   49.801      b   14.0944   38.842   -56.5004   41.3201   70.1227
b   3.67943   -9.64907   -53.0663   10.3268   54.2239      b   11.2276   -1.84038   -2.57165   11.3775   12.3942
b   12.8844   -16.7912   -6.05094   21.1649   22.4081      b   0.681669   -77.3327   -8.31233   77.3357   77.8939
b   44.3073   -43.4108   53.7402   62.0293   82.1779      b   14.3146   -41.2151   14.8673   43.6302   46.2838
b   14.4793   14.3524   -12.0222   20.3873   24.036      b   38.9122   42.6994   -13.9383   57.7703   59.5755
W   -4.27588   -50.2883   35.7299   50.4698   101.422      W   -43.4409   -39.1996   59.1674   58.5126   115.702
b   -1.42665   18.1079   53.3995   18.164   56.5597      b   -8.47989   1.083   33.3097   8.54877   34.6435
b   24.0322   -74.2425   6.03184   78.0352   78.3801      b   71.3336   -22.6029   16.8429   74.829   76.8154
Z   -36.8466   -33.4841   -10.9719   49.7881   104.474      Z   -61.7986   -18.4213   -48.1223   64.4857   121.613
b   43.3267   -3.49925   -6.29161   43.4678   44.1201      b   31.5543   -21.6775   -18.1581   38.283   42.5777
b   74.8583   -56.1677   -34.6181   93.5872   99.8726      b   5.44362   -17.3501   -4.70463   18.184   19.2444
b   6.05465   -71.0715   5.75556   71.3289   71.6833      b   33.9998   -10.4216   58.0975   35.5611   68.2456
b   -20.3212   -37.8579   5.54658   42.9671   43.5258      b   -4.39507   -56.1621   44.1081   56.3338   71.6699
Z   0.103994   1.80041   -5.73457   1.80341   91.3879      Z   1.42532   10.9893   -76.0028   11.0814   119.226
b   -5.04485   -33.8232   45.2213   34.1974   56.8506      b   -28.472   -59.5964   20.4449   66.0484   69.2672
b   -11.4698   60.4039   -37.6957   61.4833   72.2407      b   -16.407   21.6529   -25.2784   27.1669   37.3443
b   -47.1431   -79.2235   -5.92258   92.1892   92.4742      b   -12.1985   -15.6073   -0.635289   19.8088   20.2571
W   -5.38871   6.16777   84.0808   8.19021   116.616      W   -0.0189896   0.258422   11.0727   0.259119   81.1494
b   -38.5883   4.5953   23.1126   38.861   45.4084      b   -50.6472   43.3208   15.6377   66.647   68.5851
b   -10.6574   -60.8756   -4.40776   61.8015   62.1      b   -74.3233   -36.6058   -6.17163   82.8488   83.184
b   6.59982   -8.97329   -43.7218   11.139   45.3126      b   18.8448   -19.7174   -55.9072   27.2745   62.3464
b   3.60621   -15.2011   -14.4294   15.623   21.6758      b   24.9919   -10.0648   -30.8007   26.9425   41.1356
b   0.677283   71.8202   -14.4379   71.8234   73.3798      b   6.01582   25.347   -3.83255   26.0511   26.6628
b   0.142549   5.99499   -8.28491   5.99669   11.0524      b   3.33105   0.307254   -29.2584   3.34519   29.7456
W   -48.278   -3.30952   -11.787   48.3913   94.5685      W   -35.3418   -36.7788   -57.5737   51.0071   111.261
b   -74.1505   -18.957   35.9174   76.5353   84.6479      b   -23.956   -57.0601   43.4218   61.8849   75.715
b   7.5887   56.2474   -33.9712   56.757   66.2793      b   36.6644   36.0488   -30.4254   51.4179   59.8921
W   52.8366   -2.92834   59.5472   52.9177   113.176      W   29.4202   -94.1919   17.375   98.6796   128.461
b   54.709   27.9385   -44.2738   61.4299   75.8377      b   9.75751   1.044   -33.5348   9.8132   35.1914
W   -2.7154   74.7599   -38.4137   74.8092   116.338      W   -1.88043   4.39433   -38.2367   4.77976   89.1484
W   -1.99394   1.39445   -0.472064   2.43316   80.4282      W   -13.309   18.4594   -2.73513   22.757   83.5938
b   -77.371   3.46178   -75.5099   77.4484   108.248      b   -13.2713   66.6637   -0.879189   67.9718   68.1065
b   3.64389   12.5182   0.725107   13.0378   13.7137      b   63.5026   66.498   61.9455   91.9487   110.948
b   45.8591   -3.17777   -6.48325   45.9691   46.6127      b   17.709   -7.93322   -6.98589   19.4048   21.0453
b   9.2742   -2.24878   5.85007   9.54295   11.9519      b   5.51818   -4.134   69.3824   6.89495   69.8499
Z   27.8514   32.1948   -9.05119   42.57   101.043      Z   67.0793   42.3799   -18.4881   79.3454   122.283
Z   0.534038   -48.6364   0.106701   48.6394   103.351      Z   14.3876   -7.11972   1.67058   16.0529   92.6072
b   55.1198   81.1542   8.0809   98.103   98.5244      b   22.5908   1.83322   1.53999   22.6651   23.1005
b   -8.94811   -24.2772   35.4313   25.8738   44.0725      b   -24.6146   -17.0502   36.5321   29.9431   47.4209
b   -18.0911   7.18205   -2.13486   19.4646   20.0246      b   -9.41819   9.81363   -53.5277   13.6018   55.3875
b   -12.8293   -14.9169   -6.45378   19.675   21.1262      b   -37.2002   -36.6081   -46.7689   52.1921   70.2061
b   22.6979   -36.2733   32.432   42.7895   53.8548      b   53.3953   -42.8929   5.08605   68.4899   68.8062
W   16.9351   -5.63133   16.8604   17.8469   84.0556      W   70.4736   -10.3011   39.3482   71.2225   114.383
b   -10.965   41.1577   -20.3736   42.5933   47.4007      b   -68.2057   46.7493   -15.507   82.6892   84.235
b   46.1467   4.26186   19.244   46.3431   50.3544      b   0.871181   83.181   7.60073   83.1855   83.6371
b   82.8656   54.6624   -3.86457   99.2708   99.4343      b   3.02082   26.5354   -51.6914   26.7068   58.3336
b   -0.42028   -2.26589   -20.7826   2.30454   21.3257      b   -5.03009   -6.91029   -44.5442   8.54716   45.5499
b   -10.3338   37.598   19.2706   38.9923   43.6957      b   -0.498833   33.1044   16.2082   33.1082   37.1
W   -63.1724   -31.2098   -43.6309   70.4614   115.46      W   -6.1292   -53.4624   -1.98207   53.8126   96.7589
b   -78.6441   -11.7948   -38.0781   79.5237   88.2695      b   -5.65001   -2.80453   -22.8797   6.30777   24.1003
b   22.5798   31.7088   -49.4446   38.9268   63.0684      b   2.88577   39.8072   -25.7715   39.9117   47.6935
b   39.1214   -10.4226   15.114   40.486   43.4178      b   51.5133   -29.0249   39.4062   59.1276   71.1792
b   -0.17297   -11.3511   -7.61009   11.3524   14.295      b   -53.7591   -23.0261   -28.0958   58.4828   65.0167
b   -2.68547   -7.57158   -13.497   8.03372   16.2562      b   -0.960234   -32.1648   -9.46562   32.1792   33.8031
b   -18.4487   47.4721   27.2614   50.9308   57.9197      b   -40.7677   16.9778   23.7775   44.1616   50.3307
W   -12.2838   36.1155   16.1759   38.1474   90.4402      W   -4.06744   37.093   37.3185   37.3153   96.1647
b   -64.9309   6.40752   -8.28885   65.2463   65.904      b   -4.21325   9.23747   -44.9174   10.153   46.2408
b   48.2394   -15.3952   32.7684   50.6365   60.4597      b   10.3745   -4.4572   6.51344   11.2915   13.6923
b   26.2514   -92.8618   -71.8275   96.501   120.371      b   64.1526   -4.83219   -6.94185   64.3344   64.8433
W   26.5356   62.0083   -50.9349   67.4475   116.645      W   0.882093   23.8561   -13.5967   23.8724   84.9548
W   -19.6107   -42.0074   11.9679   46.3595   93.5681      W   -42.5832   -20.0398   61.5091   47.063   111.628
b   76.4193   8.09426   51.1532   76.8468   92.4102      b   17.5026   44.2244   12.3457   47.562   49.3165
b   0.785278   29.1792   -1.21114   29.1897   29.5138      b   2.84958   35.4061   -2.42121   35.5205   35.8487
W   16.7662   -36.6882   53.5907   40.3377   104.698      W   8.2346   -17.923   22.388   19.7241   85.7486
b   58.4349   38.1748   -3.95615   69.7994   70.0368      b   29.4258   4.80027   -7.31314   29.8148   30.9832
b   -11.0736   -18.8665   -30.3743   21.8762   37.6659      b   -18.4547   -15.6503   -57.6583   24.1973   62.6701
b   -24.4907   -87.4331   -10.0501   90.7984   91.4489      b   -11.5721   -8.94892   -3.20768   14.6286   15.5513
W   54.6626   -5.26751   7.62043   54.9158   97.6544      W   16.8059   -50.2313   5.36948   52.9681   96.4209
Z   88.5713   -20.1019   -45.9583   90.8238   136.663      Z   6.03587   -57.0464   -6.67541   57.3648   107.939
b   27.6982   34.8219   19.1161   44.4945   48.608      b   38.1209   64.0995   6.58686   74.5784   74.9859
b   0.0858373   -35.5016   43.8814   35.5017   56.5995      b   84.0354   -46.1243   4.39754   95.8614   96.0536
b   16.536   -50.8297   10.608   53.4519   54.6552      b   45.2857   -26.6153   14.2418   52.5278   54.5854
b   -16.9867   6.05231   -41.2691   18.0327   45.2313      b   -67.0358   9.38849   -11.2745   67.69   68.7503
b   -7.97883   -2.7706   1.78076   8.44618   9.59506      b   -34.9418   -5.7533   9.74102   35.4123   36.9658
Z   9.44058   1.43922   -28.4461   9.54966   96      Z   13.934   11.5325   -15.5067   18.0874   94.2509
W   11.2483   -22.8393   1.43046   25.4589   84.3372      W   8.15006   -48.0421   24.5355   48.7285   97.1546
b   -3.1583   25.2305   -4.50171   25.4274   26.1605      b   -6.58131   45.9084   -50.1445   46.3778   68.4319
Z   -14.9278   77.9183   10.625   79.3354   121.337      Z   -7.42458   17.2596   1.83194   18.7887   93.1235
b   50.15   0.683407   -21.0671   50.1546   54.5606      b   4.44567   23.9848   -11.0561   24.3933   27.1077
b   -9.71406   -62.8127   -21.5408   63.5594   67.2411      b   -24.7346   -9.47021   -37.0054   26.4856   45.6995
W   11.1356   -33.9159   55.9044   35.6972   104.222      W   17.4456   -17.345   14.044   24.6008   85.2349
b   -13.9562   -23.03   10.1989   26.9287   29.0986      b   -38.4464   -9.27595   4.7092   39.5495   40.0487
W   -67.9555   22.397   -53.0242   71.5512   119.974      W   -27.0514   14.3539   -38.6376   30.6237   94.3039
W   53.1578   -0.00606522   -39.638   53.1578   104.209      W   11.4781   -0.113892   -5.28339   11.4786   81.3771
Z   54.7671   -14.654   -9.0498e-05   56.6937   107.377      Z   28.6419   -11.1467   -7.03507   30.7344   96.4869
b   -19.704   22.4786   -8.61265   29.892   31.3889      b   -43.2283   1.36221   -20.1928   43.2497   47.915
b   -76.7321   16.5398   57.7136   78.4945   97.5182      b   -20.6165   60.0416   24.5732   63.4826   68.2014
W   11.7312   33.0968   -7.07113   35.1144   88.0089      W   42.7662   45.0794   -43.637   62.1378   110.58
b   26.9034   -81.4521   -34.3913   85.7801   92.5125      b   14.1725   -10.7836   -25.9091   17.8085   31.7172
b   55.1108   49.8039   1.72369   74.2808   74.4188      b   4.51651   19.6549   27.4061   20.1671   34.2835
b   -2.2862   -19.5655   78.9209   19.6986   81.45      b   -7.45112   -21.1541   9.91612   22.428   24.8777
b   1.90868   -7.66231   -3.73458   7.89646   9.68799      b   25.1405   -71.4737   -37.0869   75.7663   84.4603
b   -95.7751   -9.97959   -6.32244   96.2936   96.5919      b   -0.728394   -73.5886   -49.1832   73.5922   88.6136
W   -2.47364   59.726   -74.0172   59.7772   124.557      W   -0.421461   30.9597   -20.2279   30.9626   88.4895
b   -37.0245   22.4872   14.7349   43.3184   45.9474      b   -47.849   47.6359   0.670138   67.5182   67.6514
b   0.670002   51.027   0.290708   51.0314   51.204      b   68.3108   44.4968   30.1882   81.525   87.0356
b   -7.48949   77.3323   32.186   77.6942   84.2014      b   -81.0731   14.6749   22.9165   82.3905   85.6208
b   -54.9727   -0.231195   -40.5271   54.9732   68.4255      b   -24.8845   -0.336844   -52.4701   24.8867   58.2239
b   -18.6269   -21.4847   0.20145   28.4351   28.7428      b   -5.43417   -22.8408   0.2878   23.4783   23.851
W   -5.05816   37.3181   -38.993   37.6593   96.9599      W   -87.7318   22.0394   -1.78231   90.4577   121.03
b   -45.7419   -7.51135   -13.4829   46.3545   48.4571      b   -24.843   -52.7357   -41.1184   58.2943   71.4598
b   -1.54054   -2.92817   -83.0531   3.30869   83.2245      b   -25.6884   -8.15331   -11.3925   26.9513   29.5587
b   -63.674   49.3902   0.0316003   80.584   80.6928      b   -12.4518   38.9948   0.0174796   40.9346   41.1485
b   73.6962   -3.23492   -7.58884   73.7671   74.2747      b   19.8301   -54.6634   -1.25204   58.1491   58.3133
b   -9.42742   46.3303   -36.6575   47.2797   59.9725      b   -78.6089   8.74524   -15.6555   79.0939   80.7372
b   -1.78847   3.33656   0.704722   3.78566   5.69069      b   -31.1323   87.8446   76.2158   93.1982   120.467
b   13.2083   12.3009   14.2832   18.0491   23.3952      b   53.1935   9.01611   12.1827   53.9522   55.469
Z   14.6333   -50.9232   -14.4856   52.984   106.455      Z   53.9758   -42.916   -8.25017   68.9577   114.625
b   77.1605   -11.4274   -33.5096   78.0021   84.9987      b   5.20607   -77.8521   -0.62933   78.026   78.141
W   18.2038   11.8011   -8.34581   21.6943   83.683      W   1.30212   24.8134   -17.6031   24.8475   85.9641
W   -3.07955   39.8251   -38.4938   39.944   97.6721      W   -37.1367   40.4309   -35.0898   54.898   103.478
b   14.4097   1.41543   -27.5628   14.479   31.415      b   52.225   3.58352   -16.7891   52.3478   55.1337
Z   -7.07523   -9.94232   13.725   12.2028   93.021      Z   -51.1632   -8.70605   11.5663   51.8986   105.56
b   -69.0716   -25.4813   -4.79414   73.6219   73.8967      b   -8.19262   -28.0642   -31.1825   29.2356   42.9491
b   3.33892   30.6843   63.3938   30.8654   70.6329      b   21.9068   48.2201   9.66424   52.9631   54.0004
W   19.7298   -11.8906   -3.4465   23.0359   83.6964      W   9.40013   -56.5553   -87.6772   57.3312   132.048
b   -45.1951   20.5474   -10.4168   49.6467   50.9005      b   -4.08237   11.6938   -35.2787   12.3859   37.6238
W   -16.5308   9.95481   1.44562   19.2968   82.6862      W   -34.4624   36.084   14.2266   49.897   95.68
b   -29.7634   -54.7467   20.6969   62.3142   65.795      b   -8.38951   -25.2059   0.64329   26.5654   26.9015
b   26.4014   -27.7701   -2.31531   38.3173   38.6152      b   37.5918   -37.2088   -36.1106   52.8928   64.1808
b   -14.6304   -57.2073   -14.8753   59.0485   61.0373      b   -24.2301   -10.1405   -4.10011   26.2664   26.9127
b   -25.5885   -3.99638   -8.31921   25.8987   27.5229      b   -21.5586   -10.8565   -52.7345   24.1379   58.1474
b   54.0585   -42.1793   21.9775   68.5669   72.1248      b   42.0499   -56.0232   29.0868   70.0485   75.9631
b   -15.1643   -37.8656   -39.8444   40.7892   57.1742      b   -49.7202   -39.1441   -34.9209   63.28   72.3974
Z   40.5457   15.2294   -1.68875   43.3115   100.967      Z   39.0275   54.9322   -22.1833   67.3847   115.535
b   8.27253   45.634   -22.409   46.3777   51.678      b   3.93314   12.9405   -77.4777   13.525   78.7608
b   -88.1773   -28.6781   60.9445   92.7236   111.038      b   -0.955353   -15.9897   3.21697   16.0182   16.8667
b   4.89968   1.34677   -34.0282   5.0814   34.6597      b   5.12548   13.999   -59.3281   14.9078   61.3158
b   38.7031   -34.3226   -0.802637   51.7298   51.9054      b   34.1938   -18.7094   -7.28419   38.9777   39.8732
b   54.9502   -17.436   -65.2805   57.6501   87.1931      b   3.79665   -65.4771   -16.0462   65.5871   67.6514
b   -45.5593   -19.3021   -0.725839   49.4795   49.6619      b   -21.7714   -14.3755   -0.455069   26.0893   26.4275
b   16.23   -37.8664   4.99618   41.198   41.7109      b   14.0219   -49.6383   6.85878   51.5807   52.2031
b   -56.8096   28.89   -5.69228   63.7335   64.1243      b   -4.90466   9.10401   -28.4668   10.3411   30.5753
b   16.6086   0.298428   -35.4816   16.6113   39.401      b   31.347   0.595081   -25.2193   31.3527   40.4544
